"timestamp";"severity";"category";"thread";"logmessage"
"2019-06-23 07:00:49,365";"INFO";"org.hibernate.validator.internal.util.Version";"MSC service thread 1-7";"HV000001: Hibernate Validator 5.2.4.Final"
"2019-06-23 07:00:49,599";"INFO";"org.jboss.weld.Version";"MSC service thread 1-7";"WELD-000900: 2.3.5 (Final)"
"2019-06-23 07:00:50,690";"INFO";"javax.enterprise.resource.webcontainer.jsf.config";"ServerService Thread Pool -- 58";"Initializing Mojarra 2.2.13.SP1 20160303-1204 for context '/eebatch'"
"2019-06-23 07:00:51,261";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 58";"WFLYUT0021: Registered web context: /eebatch"
"2019-06-23 07:00:51,292";"INFO";"org.jboss.as.server";"ServerService Thread Pool -- 34";"WFLYSRV0010: Deployed ""eebatch.war"" (runtime-name : ""eebatch.war"")"
"2019-06-23 07:00:51,465";"INFO";"org.jboss.as";"Controller Boot Thread";"WFLYSRV0060: Http management interface listening on http://127.0.0.1:10090/management"
"2019-06-23 07:00:51,481";"INFO";"org.jboss.as";"Controller Boot Thread";"WFLYSRV0051: Admin console listening on http://127.0.0.1:10090"
"2019-06-23 07:00:51,481";"INFO";"org.jboss.as";"Controller Boot Thread";"WFLYSRV0025: WildFly Full 10.1.0.Final (WildFly Core 2.2.0.Final) started in 7402ms - Started 436 of 684 services (404 services are lazy, passive or on-demand)"
"2019-06-23 07:01:01,464";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-6";"WFLYSRV0027: Starting deployment of ""csvcompare.war"" (runtime-name: ""csvcompare.war"")"
"2019-06-23 07:01:02,016";"INFO";"org.jboss.weld.deployer";"MSC service thread 1-1";"WFLYWELD0003: Processing weld deployment csvcompare.war"
"2019-06-23 07:01:02,033";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-1";"WFLYEJB0473: JNDI bindings for session bean named 'CsvQuery' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 07:01:02,033";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-1";"WFLYEJB0473: JNDI bindings for session bean named 'CsvLoad' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 07:01:02,033";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-1";"WFLYEJB0473: JNDI bindings for session bean named 'CsvStatistic' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 07:01:02,033";"INFO";"org.jboss.as.ejb3.deployment";"MSC service thread 1-1";"WFLYEJB0473: JNDI bindings for session bean named 'CsvCompare' in deployment unit 'deployment ""csvcompare.war""' are as follows:"
"2019-06-23 07:01:02,142";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 13";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 07:01:02,142";"INFO";"org.infinispan.configuration.cache.EvictionConfigurationBuilder";"ServerService Thread Pool -- 13";"ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated."
"2019-06-23 07:01:02,189";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-7";"WFLYJCA0004: Deploying JDBC-compliant driver class org.h2.Driver (version 1.4)"
"2019-06-23 07:01:02,205";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-4";"WFLYJCA0018: Started Driver service with driver-name = csvcompare.war_org.h2.Driver_1_4"
"2019-06-23 07:01:02,486";"INFO";"org.jboss.as.clustering.infinispan";"ServerService Thread Pool -- 13";"WFLYCLINF0002: Started client-mappings cache from ejb container"
"2019-06-23 07:01:02,926";"INFO";"org.omnifaces.ApplicationInitializer";"ServerService Thread Pool -- 26";"Using OmniFaces version 2.7.1"
"2019-06-23 07:01:03,091";"INFO";"javax.enterprise.resource.webcontainer.jsf.config";"ServerService Thread Pool -- 26";"Initializing Mojarra 2.2.13.SP1 20160303-1204 for context '/csvcompare'"
"2019-06-23 07:01:03,521";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 26";"WFLYUT0021: Registered web context: /csvcompare"
"2019-06-23 07:01:03,602";"INFO";"org.jboss.as.server";"DeploymentScanner-threads - 2";"WFLYSRV0010: Deployed ""csvcompare.war"" (runtime-name : ""csvcompare.war"")"
"2019-06-23 07:17:39,399";"INFO";"org.jboss.as.server";"Thread-2";"WFLYSRV0220: Server shutdown has been requested via an OS signal"
"2019-06-23 07:17:39,462";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-2";"WFLYJCA0019: Stopped Driver service with driver-name = csvcompare.war_org.h2.Driver_1_4"
"2019-06-23 07:17:39,483";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 71";"WFLYUT0022: Unregistered web context: /eebatch"
"2019-06-23 07:17:39,484";"INFO";"org.wildfly.extension.undertow";"ServerService Thread Pool -- 67";"WFLYUT0022: Unregistered web context: /csvcompare"
"2019-06-23 07:17:39,526";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-3";"WFLYUT0019: Host default-host stopping"
"2019-06-23 07:17:39,573";"INFO";"org.jboss.as.connector.subsystems.datasources";"MSC service thread 1-1";"WFLYJCA0010: Unbound data source [java:jboss/datasources/ExampleDS]"
"2019-06-23 07:17:39,588";"INFO";"org.jboss.as.connector.deployers.jdbc";"MSC service thread 1-1";"WFLYJCA0019: Stopped Driver service with driver-name = h2"
"2019-06-23 07:17:39,588";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-3";"WFLYSRV0028: Stopped deployment eebatch.war (runtime-name: eebatch.war) in 152ms"
"2019-06-23 07:17:39,588";"INFO";"org.jboss.as.clustering.infinispan";"ServerService Thread Pool -- 76";"WFLYCLINF0003: Stopped client-mappings cache from ejb container"
"2019-06-23 07:17:39,604";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-2";"WFLYUT0008: Undertow HTTPS listener https suspending"
"2019-06-23 07:17:39,604";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-1";"WFLYUT0008: Undertow HTTP listener default suspending"
"2019-06-23 07:17:39,619";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-1";"WFLYUT0007: Undertow HTTP listener default stopped, was bound to 127.0.0.1:8180"
"2019-06-23 07:17:39,619";"INFO";"org.jboss.as.server.deployment";"MSC service thread 1-7";"WFLYSRV0028: Stopped deployment csvcompare.war (runtime-name: csvcompare.war) in 177ms"
"2019-06-23 07:17:39,619";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-2";"WFLYUT0007: Undertow HTTPS listener https stopped, was bound to 127.0.0.1:8543"
"2019-06-23 07:17:39,619";"INFO";"org.wildfly.extension.undertow";"MSC service thread 1-3";"WFLYUT0004: Undertow 1.4.0.Final stopping"
"2019-06-23 07:17:39,635";"INFO";"org.jboss.as";"MSC service thread 1-8";"WFLYSRV0050: WildFly Full 10.1.0.Final (WildFly Core 2.2.0.Final) stopped in 214ms"
